-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  -7.55   Longitude 109.67 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 220.74 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M
2024,9,24,8,366.7,26.66,82.65,4.05
2024,9,24,9,466.48,27.68,77.26,3.84
2024,9,24,10,585.25,28.53,73.45,3.77
2024,9,24,11,559.97,29.13,70.67,3.91
2024,9,24,12,552.95,29.08,70.76,4.13
2024,9,24,13,429.4,28.82,72.13,4.36
2024,9,24,14,111.88,28.22,74.51,4.69
2024,9,24,15,86.1,27.32,78.15,5.06
2024,9,24,16,68.53,26.25,83.26,4.92
2024,9,24,17,7.18,25.23,89.17,3.76
2024,9,24,18,0.0,24.63,92.91,2.68
2024,9,24,19,0.0,24.37,94.42,2.35
2024,9,24,20,0.0,24.25,94.87,2.34
2024,9,24,21,0.0,24.16,95.22,2.24
2024,9,24,22,0.0,24.04,95.74,1.95
2024,9,24,23,0.0,23.92,96.19,1.68
2024,9,25,0,0.0,23.82,96.47,1.56
2024,9,25,1,0.0,23.72,96.49,1.64
2024,9,25,2,0.0,23.61,96.47,1.67
2024,9,25,3,0.0,23.48,96.53,1.64
2024,9,25,4,0.0,23.3,96.73,1.65
2024,9,25,5,6.6,23.01,97.13,1.77
2024,9,25,6,111.8,23.86,94.78,2.31
2024,9,25,7,313.15,25.01,88.9,3.13
2024,9,25,8,529.55,26.65,79.97,3.26
2024,9,25,9,656.1,28.5,70.89,2.92
2024,9,25,10,705.2,29.97,65.78,2.59
2024,9,25,11,764.08,30.67,63.71,2.62
2024,9,25,12,693.97,30.71,63.42,2.63
2024,9,25,13,588.08,30.29,64.35,2.41
2024,9,25,14,407.73,29.69,66.23,2.15
2024,9,25,15,251.15,28.66,71.24,2.05
2024,9,25,16,103.8,27.43,78.12,2.07
2024,9,25,17,8.65,26.05,86.89,1.87
2024,9,25,18,0.0,25.29,91.25,1.88
2024,9,25,19,0.0,24.98,93.05,1.83
2024,9,25,20,0.0,24.78,94.4,1.69
2024,9,25,21,0.0,24.66,95.35,1.56
2024,9,25,22,0.0,24.55,96.12,1.47
2024,9,25,23,0.0,24.45,96.34,1.55
2024,9,26,0,0.0,24.33,96.66,1.57
2024,9,26,1,0.0,24.22,96.94,1.58
2024,9,26,2,0.0,24.14,97.07,1.66
2024,9,26,3,0.0,24.08,97.11,1.73
2024,9,26,4,0.0,24.05,97.07,1.76
2024,9,26,5,6.95,24.03,97.02,1.79
2024,9,26,6,127.15,24.55,95.1,2.37
2024,9,26,7,346.38,25.19,92.07,2.9
2024,9,26,8,579.22,26.03,87.48,2.95
2024,9,26,9,748.72,27.05,81.77,2.75
2024,9,26,10,806.67,28.16,76.35,2.45
2024,9,26,11,783.97,28.79,73.36,2.29
2024,9,26,12,682.6,28.76,73.04,2.47
2024,9,26,13,547.0,28.34,75.12,3.06
2024,9,26,14,382.65,27.55,78.9,3.67
2024,9,26,15,108.47,26.69,83.03,3.96
2024,9,26,16,78.43,25.83,87.57,3.76
2024,9,26,17,8.6,25.09,92.14,2.95
2024,9,26,18,0.0,24.67,94.41,2.63
2024,9,26,19,0.0,24.51,95.12,2.48
2024,9,26,20,0.0,24.34,95.68,2.37
2024,9,26,21,0.0,24.15,96.33,2.16
2024,9,26,22,0.0,23.99,96.78,2.09
2024,9,26,23,0.0,23.81,97.26,2.08
2024,9,27,0,0.0,23.61,97.74,2.03
2024,9,27,1,0.0,23.48,97.89,2.0
2024,9,27,2,0.0,23.37,97.87,2.06
2024,9,27,3,0.0,23.13,98.13,2.15
2024,9,27,4,0.0,22.94,98.31,2.11
2024,9,27,5,6.57,22.81,98.25,2.07
2024,9,27,6,123.7,24.18,94.16,2.65
2024,9,27,7,329.8,25.49,88.17,3.3
2024,9,27,8,575.42,26.91,79.96,3.47
2024,9,27,9,637.4,28.14,73.46,3.37
2024,9,27,10,731.55,29.06,69.75,3.38
2024,9,27,11,771.17,29.73,67.35,3.5
2024,9,27,12,729.9,30.11,65.86,3.67
2024,9,27,13,615.28,30.12,65.52,3.85
2024,9,27,14,432.17,29.78,66.12,4.0
2024,9,27,15,288.12,29.03,68.73,4.23
2024,9,27,16,118.85,27.66,75.04,4.37
2024,9,27,17,10.93,26.01,84.58,3.6
2024,9,27,18,0.0,25.09,90.52,3.16
2024,9,27,19,0.0,24.83,92.74,2.91
2024,9,27,20,0.0,24.63,94.39,2.53
2024,9,27,21,0.0,24.52,95.18,2.28
2024,9,27,22,0.0,24.39,95.71,2.16
2024,9,27,23,0.0,24.28,95.95,2.12
2024,9,28,0,0.0,24.17,96.22,2.08
2024,9,28,1,0.0,24.04,96.51,2.09
2024,9,28,2,0.0,23.85,97.06,2.09
2024,9,28,3,0.0,23.49,98.72,2.14
2024,9,28,4,0.0,23.29,99.47,2.18
2024,9,28,5,7.25,23.28,99.2,2.2
2024,9,28,6,122.9,24.79,92.47,3.08
2024,9,28,7,322.65,26.57,83.33,3.73
2024,9,28,8,568.05,28.3,75.12,3.86
2024,9,28,9,713.3,29.81,69.04,3.77
2024,9,28,10,809.67,31.03,64.37,3.66
2024,9,28,11,825.85,31.76,61.1,3.62
2024,9,28,12,807.58,32.09,59.23,3.65
2024,9,28,13,675.88,32.02,59.09,3.81
2024,9,28,14,490.33,31.35,61.27,4.14
2024,9,28,15,296.1,30.22,66.07,4.54
2024,9,28,16,120.4,28.6,73.91,4.81
2024,9,28,17,10.88,26.77,84.3,4.27
2024,9,28,18,0.0,25.65,91.47,4.05
2024,9,28,19,0.0,25.34,93.87,4.07
2024,9,28,20,0.0,25.16,94.5,3.96
2024,9,28,21,0.0,25.03,94.58,3.94
2024,9,28,22,0.0,24.82,94.84,3.69
2024,9,28,23,0.0,24.56,95.02,3.34
2024,9,29,0,0.0,24.29,95.34,3.12
2024,9,29,1,0.0,24.05,95.79,2.91
2024,9,29,2,0.0,23.86,96.13,2.75
2024,9,29,3,0.0,23.68,96.59,2.62
2024,9,29,4,0.0,23.48,97.36,2.5
2024,9,29,5,8.25,23.25,98.61,2.36
2024,9,29,6,120.12,24.93,91.47,3.16
2024,9,29,7,291.88,26.74,81.73,3.77
2024,9,29,8,512.88,28.48,73.96,3.68
2024,9,29,9,701.8,29.97,68.72,3.4
2024,9,29,10,770.95,31.0,65.09,3.15
2024,9,29,11,761.05,31.54,62.86,3.02
2024,9,29,12,702.05,31.73,61.77,2.97
2024,9,29,13,612.78,31.67,61.62,3.06
2024,9,29,14,437.98,31.11,63.37,3.35
2024,9,29,15,284.25,30.08,67.86,3.86
2024,9,29,16,113.3,28.6,75.6,4.1
2024,9,29,17,8.77,26.95,84.56,3.82
2024,9,29,18,0.0,25.81,90.53,3.79
2024,9,29,19,0.0,25.23,93.79,3.67
2024,9,29,20,0.0,24.93,94.79,3.28
2024,9,29,21,0.0,24.65,95.87,2.82
2024,9,29,22,0.0,24.36,96.81,2.47
2024,9,29,23,0.0,24.15,97.2,2.38
2024,9,30,0,0.0,23.96,97.56,2.44
2024,9,30,1,0.0,23.84,97.94,2.58
2024,9,30,2,0.0,23.74,98.23,2.72
2024,9,30,3,0.0,23.64,98.6,2.74
2024,9,30,4,0.0,23.55,98.91,2.65
2024,9,30,5,9.48,23.46,99.29,2.52
2024,9,30,6,143.8,25.05,92.22,3.58
2024,9,30,7,363.8,26.82,83.09,4.31
2024,9,30,8,598.2,28.51,75.29,4.06
2024,9,30,9,750.75,29.71,69.93,3.67
2024,9,30,10,850.35,30.71,65.33,3.62
2024,9,30,11,815.45,31.36,61.95,3.57
2024,9,30,12,752.6,31.75,59.81,3.39
2024,9,30,13,569.1,31.95,58.38,3.13
2024,9,30,14,405.42,31.56,59.0,2.92
2024,9,30,15,247.38,30.82,61.74,2.8
2024,9,30,16,104.88,29.44,69.57,2.61
2024,9,30,17,8.5,27.5,81.63,2.38
2024,9,30,18,0.0,26.07,90.07,2.23
2024,9,30,19,0.0,25.5,92.49,2.35
2024,9,30,20,0.0,25.12,94.55,2.41
2024,9,30,21,0.0,24.94,95.43,2.52
2024,9,30,22,0.0,24.76,96.23,2.45
2024,9,30,23,0.0,24.59,96.85,2.28
2024,10,1,0,0.0,24.42,97.27,2.08
2024,10,1,1,0.0,24.24,97.72,1.97
2024,10,1,2,0.0,24.08,98.23,1.95
2024,10,1,3,0.0,24.0,98.3,2.04
2024,10,1,4,0.0,23.97,98.2,2.13
2024,10,1,5,9.65,23.88,98.33,2.14
2024,10,1,6,125.62,25.19,92.48,3.16
2024,10,1,7,299.45,26.61,84.94,3.91
2024,10,1,8,510.8,27.75,79.09,3.97
2024,10,1,9,666.62,28.94,73.74,3.7
2024,10,1,10,731.8,29.8,69.82,3.46
2024,10,1,11,734.6,30.53,66.78,3.33
2024,10,1,12,705.38,30.91,64.73,3.44
2024,10,1,13,605.42,30.78,64.92,3.85
2024,10,1,14,430.35,30.25,66.83,4.49
2024,10,1,15,259.48,28.79,73.33,5.14
2024,10,1,16,101.57,27.37,80.76,5.49
2024,10,1,17,8.93,25.93,88.68,4.98
2024,10,1,18,0.0,25.19,93.33,4.49
2024,10,1,19,0.0,24.95,95.04,3.97
2024,10,1,20,0.0,24.76,95.19,3.8
2024,10,1,21,0.0,24.57,95.5,3.51
2024,10,1,22,0.0,24.39,95.87,3.16
2024,10,1,23,0.0,24.15,96.38,2.87
2024,10,2,0,0.0,23.95,96.7,2.66
2024,10,2,1,0.0,23.78,96.89,2.57
2024,10,2,2,0.0,23.65,96.98,2.56
2024,10,2,3,0.0,23.56,97.03,2.54
2024,10,2,4,0.0,23.46,97.22,2.44
2024,10,2,5,9.32,23.4,97.47,2.33
2024,10,2,6,135.18,24.69,93.39,3.38
2024,10,2,7,339.77,26.14,86.23,3.94
2024,10,2,8,559.35,27.71,77.95,3.97
2024,10,2,9,729.92,29.05,71.82,3.86
2024,10,2,10,800.17,30.04,68.16,3.94
2024,10,2,11,843.35,30.53,66.46,4.12
2024,10,2,12,771.3,30.7,65.83,4.21
2024,10,2,13,571.17,30.51,66.3,4.25
2024,10,2,14,448.25,29.61,69.65,4.39
2024,10,2,15,271.15,28.47,74.74,4.64
2024,10,2,16,107.0,27.11,81.19,4.79
2024,10,2,17,9.38,25.75,88.75,4.39
2024,10,2,18,0.0,25.02,93.06,4.18
2024,10,2,19,0.0,24.78,94.32,3.93
2024,10,2,20,0.0,24.59,94.0,3.9
2024,10,2,21,0.0,24.33,94.74,3.71
2024,10,2,22,0.0,24.06,95.6,3.27
2024,10,2,23,0.0,23.79,96.46,2.91
2024,10,3,0,0.0,23.55,96.99,2.7
2024,10,3,1,0.0,23.33,97.51,2.59
2024,10,3,2,0.0,23.14,97.79,2.46
2024,10,3,3,0.0,22.96,97.87,2.37
2024,10,3,4,0.0,22.76,98.04,2.29
2024,10,3,5,7.55,22.67,97.79,2.23
2024,10,3,6,102.35,24.18,92.72,3.18
2024,10,3,7,259.02,25.79,85.12,4.01
2024,10,3,8,459.7,27.66,75.38,4.41
2024,10,3,9,601.53,29.09,70.01,4.2
2024,10,3,10,691.65,30.26,66.49,4.04
2024,10,3,11,720.9,30.87,64.44,4.02
2024,10,3,12,668.15,30.91,64.16,4.24
2024,10,3,13,590.67,30.45,65.92,4.61
2024,10,3,14,413.67,29.67,68.79,4.98
2024,10,3,15,244.95,28.66,72.8,5.2
2024,10,3,16,102.2,27.55,77.56,5.09
2024,10,3,17,9.23,26.25,84.46,4.03
2024,10,3,18,0.0,25.21,90.37,3.32
2024,10,3,19,0.0,24.71,93.52,3.09
2024,10,3,20,0.0,24.4,95.47,2.92
2024,10,3,21,0.0,24.17,96.58,2.7
2024,10,3,22,0.0,23.93,97.56,2.52
2024,10,3,23,0.0,23.68,98.67,2.46
2024,10,4,0,0.0,23.48,99.36,2.46
2024,10,4,1,0.0,23.26,99.99,2.38
2024,10,4,2,0.0,23.07,100.0,2.28
2024,10,4,3,0.0,22.95,100.0,2.29
2024,10,4,4,0.0,22.83,100.0,2.37
2024,10,4,5,9.75,22.79,100.0,2.45
2024,10,4,6,123.6,24.53,92.06,3.73
2024,10,4,7,328.35,26.25,82.53,4.58
2024,10,4,8,532.47,27.91,74.98,4.36
2024,10,4,9,679.38,29.27,69.73,3.83
2024,10,4,10,761.0,30.21,66.27,3.44
2024,10,4,11,772.0,30.83,64.24,3.21
2024,10,4,12,710.0,31.15,63.12,3.05
2024,10,4,13,584.22,31.13,62.94,3.03
2024,10,4,14,423.52,30.67,64.44,3.24
2024,10,4,15,263.25,29.45,69.39,3.41
2024,10,4,16,106.95,28.06,75.99,3.56
2024,10,4,17,9.73,26.5,85.23,3.1
2024,10,4,18,0.0,25.55,90.56,3.08
2024,10,4,19,0.0,25.16,92.65,3.33
2024,10,4,20,0.0,24.86,94.36,3.47
2024,10,4,21,0.0,24.65,95.53,3.33
2024,10,4,22,0.0,24.48,95.94,3.16
2024,10,4,23,0.0,24.28,96.29,2.92
2024,10,5,0,0.0,24.09,96.5,2.84
2024,10,5,1,0.0,23.93,96.6,2.82
2024,10,5,2,0.0,23.8,96.59,2.8
2024,10,5,3,0.0,23.7,96.59,2.75
2024,10,5,4,0.0,23.58,96.68,2.54
2024,10,5,5,10.35,23.43,97.04,2.27
2024,10,5,6,123.95,24.54,93.31,3.21
2024,10,5,7,314.55,25.77,86.96,4.16
2024,10,5,8,525.85,27.17,79.31,4.31
2024,10,5,9,651.12,28.55,72.92,4.11
2024,10,5,10,713.97,29.39,69.34,3.98
2024,10,5,11,721.47,29.88,67.39,3.96
2024,10,5,12,655.5,29.93,67.02,4.04
2024,10,5,13,564.58,29.91,67.08,4.12
2024,10,5,14,437.67,29.48,68.73,4.2
2024,10,5,15,276.48,28.84,71.63,4.11
2024,10,5,16,113.22,27.83,76.86,3.97
2024,10,5,17,9.12,26.25,86.26,3.18
2024,10,5,18,0.0,25.2,91.16,3.16
2024,10,5,19,0.0,24.68,93.27,3.36
2024,10,5,20,0.0,24.34,94.64,3.33
2024,10,5,21,0.0,24.02,95.75,3.01
2024,10,5,22,0.0,23.73,96.47,2.7
2024,10,5,23,0.0,23.42,97.49,2.54
2024,10,6,0,0.0,23.37,97.39,2.55
2024,10,6,1,0.0,23.43,96.75,2.74
2024,10,6,2,0.0,23.35,96.64,2.82
2024,10,6,3,0.0,23.23,96.73,2.89
2024,10,6,4,0.0,23.08,96.86,2.81
2024,10,6,5,11.07,22.96,96.62,2.71
2024,10,6,6,152.25,24.43,91.68,3.67
2024,10,6,7,391.75,25.97,83.51,4.55
2024,10,6,8,584.53,27.8,74.73,4.56
2024,10,6,9,754.58,29.42,68.81,4.22
2024,10,6,10,820.55,30.54,65.16,4.03
2024,10,6,11,875.72,31.14,63.01,4.04
2024,10,6,12,821.17,31.36,62.07,4.08
2024,10,6,13,664.58,31.28,61.75,4.14
2024,10,6,14,524.97,30.46,64.19,4.22
2024,10,6,15,320.4,29.66,67.39,4.36
2024,10,6,16,127.28,28.48,72.98,4.34
2024,10,6,17,10.05,26.79,83.22,3.5
2024,10,6,18,0.0,25.72,89.55,3.37
2024,10,6,19,0.0,25.24,92.57,3.53
2024,10,6,20,0.0,24.96,94.33,3.57
2024,10,6,21,0.0,24.78,95.34,3.33
2024,10,6,22,0.0,24.65,95.93,3.02
2024,10,6,23,0.0,24.46,96.6,2.71
2024,10,7,0,0.0,24.24,97.16,2.62
2024,10,7,1,0.0,24.08,97.16,2.9
2024,10,7,2,0.0,23.92,97.08,3.1
2024,10,7,3,0.0,23.77,97.12,3.31
2024,10,7,4,0.0,23.59,97.69,3.2
2024,10,7,5,11.93,23.39,98.56,2.99
2024,10,7,6,146.18,24.79,91.98,4.24
2024,10,7,7,356.3,26.37,82.99,5.36
2024,10,7,8,591.72,28.03,74.79,5.51
2024,10,7,9,773.35,29.48,68.68,5.14
2024,10,7,10,896.58,30.73,63.18,4.82
2024,10,7,11,945.33,31.54,58.87,4.58
2024,10,7,12,890.2,31.9,56.6,4.49
2024,10,7,13,650.8,31.8,56.51,4.57
2024,10,7,14,564.33,31.22,58.31,4.77
2024,10,7,15,341.9,30.0,63.41,5.17
2024,10,7,16,130.9,28.32,71.76,5.6
2024,10,7,17,10.43,26.39,82.82,5.07
2024,10,7,18,0.0,25.21,90.31,4.75
2024,10,7,19,0.0,24.82,93.44,4.58
2024,10,7,20,0.0,24.62,94.47,4.33
2024,10,7,21,0.0,24.4,94.78,4.0
2024,10,7,22,0.0,24.1,95.35,3.36
2024,10,7,23,0.0,23.85,95.84,2.92
2024,10,8,0,0.0,23.79,95.81,2.77
2024,10,8,1,0.0,23.83,95.5,2.83
2024,10,8,2,0.0,23.83,95.26,3.05
2024,10,8,3,0.0,23.78,95.23,3.27
2024,10,8,4,0.0,23.69,95.63,3.19
2024,10,8,5,10.85,23.42,96.51,2.9
2024,10,8,6,123.62,24.55,92.6,4.11
2024,10,8,7,299.95,26.15,83.41,5.55
2024,10,8,8,517.42,27.85,73.79,5.98
2024,10,8,9,684.62,29.16,68.02,5.74
2024,10,8,10,772.38,30.22,64.05,5.48
2024,10,8,11,823.33,30.99,60.99,5.42
2024,10,8,12,748.65,31.31,59.41,5.48
2024,10,8,13,611.72,31.03,60.15,5.58
2024,10,8,14,472.83,30.36,62.11,5.62
2024,10,8,15,291.1,29.16,66.48,5.63
2024,10,8,16,115.0,27.67,72.61,5.58
2024,10,8,17,10.32,25.88,82.07,4.65
2024,10,8,18,0.0,24.75,89.05,3.92
2024,10,8,19,0.0,24.3,92.15,3.53
2024,10,8,20,0.0,24.0,94.07,3.11
2024,10,8,21,0.0,23.74,95.69,2.76
2024,10,8,22,0.0,23.59,96.47,2.57
2024,10,8,23,0.0,23.33,97.46,2.43
2024,10,9,0,0.0,23.17,98.02,2.5
2024,10,9,1,0.0,23.07,98.13,2.64
2024,10,9,2,0.0,22.97,98.26,2.67
2024,10,9,3,0.0,23.01,98.08,2.67
2024,10,9,4,0.0,23.07,98.09,2.67
2024,10,9,5,9.25,23.16,97.93,2.81
2024,10,9,6,106.95,24.69,93.01,4.37
2024,10,9,7,264.92,26.14,84.55,5.47
2024,10,9,8,456.0,27.65,75.19,5.86
2024,10,9,9,596.05,28.98,69.26,5.73
2024,10,9,10,705.38,29.83,66.01,5.51
2024,10,9,11,793.53,30.4,64.26,5.41
2024,10,9,12,682.38,30.73,63.05,5.39
2024,10,9,13,638.62,30.62,63.26,5.44
2024,10,9,14,489.55,29.7,66.18,5.49
2024,10,9,15,293.12,28.63,70.39,5.55
2024,10,9,16,115.5,27.35,75.65,5.43
2024,10,9,17,9.6,25.82,83.13,4.62
2024,10,9,18,0.0,24.87,88.77,4.08
2024,10,9,19,0.0,24.53,91.62,3.75
2024,10,9,20,0.0,24.31,93.18,3.56
2024,10,9,21,0.0,24.15,94.25,3.35
2024,10,9,22,0.0,23.94,95.33,3.16
2024,10,9,23,0.0,23.84,95.86,3.1
2024,10,10,0,0.0,23.78,95.83,3.18
2024,10,10,1,0.0,23.64,96.16,3.14
2024,10,10,2,0.0,23.45,96.98,2.91
2024,10,10,3,0.0,23.3,97.74,2.8
2024,10,10,4,0.0,23.23,98.19,2.58
2024,10,10,5,11.7,23.19,98.48,2.34
2024,10,10,6,138.77,24.75,93.4,3.24
2024,10,10,7,336.48,26.12,86.52,4.16
2024,10,10,8,580.28,27.88,77.18,4.41
2024,10,10,9,732.15,29.34,70.67,4.24
2024,10,10,10,823.28,30.57,66.29,4.07
2024,10,10,11,809.28,31.34,63.55,3.94
2024,10,10,12,666.58,31.77,61.72,3.88
2024,10,10,13,646.7,31.81,61.36,3.95
2024,10,10,14,468.5,31.11,63.62,4.01
2024,10,10,15,283.27,30.18,67.52,4.08
2024,10,10,16,112.1,28.95,73.16,4.18
2024,10,10,17,8.05,27.19,82.92,3.71
2024,10,10,18,0.0,25.98,89.41,3.86
2024,10,10,19,0.0,25.39,92.68,4.02
2024,10,10,20,0.0,25.05,94.29,3.89
2024,10,10,21,0.0,24.76,95.16,3.48
2024,10,10,22,0.0,24.43,95.76,3.23
2024,10,10,23,0.0,24.08,96.38,2.87
2024,10,11,0,0.0,23.72,97.26,2.51
2024,10,11,1,0.0,23.35,98.64,2.25
2024,10,11,2,0.0,23.06,99.68,2.13
2024,10,11,3,0.0,22.87,100.0,2.12
2024,10,11,4,0.0,22.78,100.0,2.18
2024,10,11,5,13.62,22.81,100.0,2.22
2024,10,11,6,152.38,24.73,91.35,3.51
2024,10,11,7,358.33,26.55,82.1,4.43
2024,10,11,8,583.4,28.19,74.88,4.62
2024,10,11,9,745.85,29.56,69.56,4.56
2024,10,11,10,859.88,30.62,65.74,4.52
2024,10,11,11,853.85,31.4,63.02,4.55
2024,10,11,12,805.15,31.9,60.93,4.66
2024,10,11,13,679.6,32.01,60.04,4.77
2024,10,11,14,503.55,31.84,59.86,4.68
2024,10,11,15,332.35,31.26,61.48,4.32
2024,10,11,16,134.85,30.11,66.44,3.77
2024,10,11,17,11.32,27.92,80.4,2.6
2024,10,11,18,0.0,26.26,88.99,2.3
2024,10,11,19,0.0,25.53,92.02,2.26
2024,10,11,20,0.0,24.99,94.36,2.25
2024,10,11,21,0.0,24.58,96.14,2.22
2024,10,11,22,0.0,24.32,96.99,2.2
2024,10,11,23,0.0,24.3,96.71,2.32
2024,10,12,0,0.0,24.24,96.64,2.41
2024,10,12,1,0.0,24.14,96.85,2.46
2024,10,12,2,0.0,24.04,97.14,2.45
2024,10,12,3,0.0,23.91,97.69,2.4
2024,10,12,4,0.0,23.78,98.38,2.26
2024,10,12,5,14.0,23.72,98.68,2.16
2024,10,12,6,168.27,25.26,91.88,3.15
2024,10,12,7,411.73,26.92,83.28,3.75
2024,10,12,8,621.58,28.58,75.88,3.75
2024,10,12,9,769.72,30.11,69.26,3.66
2024,10,12,10,773.42,31.2,64.13,3.69
2024,10,12,11,742.55,31.7,61.62,3.74
2024,10,12,12,662.25,31.95,60.88,3.72
2024,10,12,13,619.55,31.93,61.02,3.76
2024,10,12,14,419.38,31.44,62.74,3.86
2024,10,12,15,268.55,30.41,67.21,4.14
2024,10,12,16,111.68,28.94,74.43,4.36
2024,10,12,17,9.0,27.17,84.57,3.88
2024,10,12,18,0.0,26.04,91.13,3.91
2024,10,12,19,0.0,25.57,94.16,3.95
2024,10,12,20,0.0,25.42,94.91,3.86
2024,10,12,21,0.0,25.32,95.13,3.8
2024,10,12,22,0.0,25.22,95.34,3.64
2024,10,12,23,0.0,25.08,95.3,3.68
2024,10,13,0,0.0,24.88,95.64,3.56
2024,10,13,1,0.0,24.7,94.93,3.94
2024,10,13,2,0.0,24.5,95.08,4.11
2024,10,13,3,0.0,24.3,95.37,3.87
2024,10,13,4,0.0,24.11,94.94,3.77
2024,10,13,5,14.2,23.83,95.23,3.35
2024,10,13,6,162.8,24.79,91.24,4.02
2024,10,13,7,407.95,26.3,82.24,4.55
2024,10,13,8,616.95,28.12,71.21,4.39
2024,10,13,9,777.92,29.93,63.02,3.81
2024,10,13,10,892.83,31.42,57.41,3.3
2024,10,13,11,902.28,32.39,54.17,3.03
2024,10,13,12,791.7,32.88,52.65,3.03
2024,10,13,13,681.38,32.79,52.78,3.27
2024,10,13,14,414.88,32.19,54.58,3.6
2024,10,13,15,241.02,31.17,58.62,3.98
2024,10,13,16,117.2,29.37,67.32,4.34
2024,10,13,17,8.12,27.14,80.19,3.85
2024,10,13,18,0.0,25.66,89.6,3.63
2024,10,13,19,0.0,25.05,93.81,3.6
2024,10,13,20,0.0,24.95,93.44,3.65
2024,10,13,21,0.0,24.77,93.53,3.54
2024,10,13,22,0.0,24.53,94.67,3.22
2024,10,13,23,0.0,24.29,95.78,2.88
2024,10,14,0,0.0,24.08,96.61,2.62
2024,10,14,1,0.0,23.92,96.86,2.53
2024,10,14,2,0.0,23.75,96.97,2.48
2024,10,14,3,0.0,23.59,97.09,2.51
2024,10,14,4,0.0,23.44,97.29,2.52
2024,10,14,5,14.35,23.38,97.31,2.49
2024,10,14,6,142.3,24.94,90.41,3.81
2024,10,14,7,345.08,26.75,81.63,4.43
2024,10,14,8,537.65,28.32,73.55,4.46
2024,10,14,9,677.0,29.75,66.78,4.37
2024,10,14,10,796.83,30.91,61.67,4.27
2024,10,14,11,762.4,31.68,58.48,4.25
2024,10,14,12,750.75,32.08,56.68,4.29
2024,10,14,13,623.12,32.05,56.27,4.45
2024,10,14,14,446.35,31.54,57.47,4.55
2024,10,14,15,263.25,30.55,61.09,4.6
2024,10,14,16,104.47,28.92,68.6,4.72
2024,10,14,17,8.82,26.65,81.59,3.95
2024,10,14,18,0.0,25.13,91.17,3.59
2024,10,14,19,0.0,24.66,94.55,3.45
2024,10,14,20,0.0,24.55,94.73,3.24
2024,10,14,21,0.0,24.33,94.79,3.07
2024,10,14,22,0.0,24.08,95.48,2.97
2024,10,14,23,0.0,23.89,95.7,3.01
2024,10,15,0,0.0,23.7,95.89,2.96
2024,10,15,1,0.0,23.52,96.04,2.96
2024,10,15,2,0.0,23.3,96.22,2.89
2024,10,15,3,0.0,23.08,96.09,2.82
2024,10,15,4,0.0,22.81,96.09,2.58
2024,10,15,5,13.45,22.65,95.95,2.42
2024,10,15,6,131.95,23.96,91.0,3.56
2024,10,15,7,319.0,25.23,83.52,4.23
2024,10,15,8,496.17,26.89,75.25,4.15
2024,10,15,9,622.67,28.42,68.49,3.97
2024,10,15,10,725.25,29.65,63.27,3.98
2024,10,15,11,787.83,30.46,59.48,4.13
2024,10,15,12,782.72,30.72,57.52,4.25
2024,10,15,13,649.47,30.54,57.46,4.33
2024,10,15,14,491.75,29.95,59.26,4.38
2024,10,15,15,300.3,28.98,63.21,4.43
2024,10,15,16,125.3,27.56,70.03,4.53
2024,10,15,17,12.0,25.63,81.78,3.95
2024,10,15,18,0.0,24.29,89.92,3.59
2024,10,15,19,0.0,23.81,92.74,3.26
2024,10,15,20,0.0,23.65,93.44,3.05
2024,10,15,21,0.0,23.46,93.96,2.66
2024,10,15,22,0.0,23.22,94.51,2.38
2024,10,15,23,0.0,23.03,94.78,2.29
2024,10,16,0,0.0,22.85,95.1,2.26
2024,10,16,1,0.0,22.69,95.09,2.34
2024,10,16,2,0.0,22.52,95.15,2.45
2024,10,16,3,0.0,22.34,95.26,2.63
2024,10,16,4,0.0,22.08,95.85,2.6
2024,10,16,5,15.32,21.83,96.67,2.52
2024,10,16,6,156.48,23.75,88.32,3.7
2024,10,16,7,367.55,25.66,78.22,4.79
2024,10,16,8,600.45,27.11,70.47,5.03
2024,10,16,9,781.0,28.35,64.81,5.16
2024,10,16,10,876.75,29.31,60.89,5.34
2024,10,16,11,944.22,29.84,58.68,5.54
2024,10,16,12,903.95,29.97,58.11,5.74
2024,10,16,13,788.8,29.66,59.6,5.92
2024,10,16,14,588.47,28.98,62.27,6.02
2024,10,16,15,376.2,27.95,65.9,5.99
2024,10,16,16,158.9,26.56,71.17,5.82
2024,10,16,17,12.55,24.88,79.37,4.64
2024,10,16,18,0.0,23.91,85.13,3.92
2024,10,16,19,0.0,23.33,88.0,3.48
2024,10,16,20,0.0,22.83,90.18,3.22
2024,10,16,21,0.0,22.47,91.34,3.02
2024,10,16,22,0.0,22.14,92.12,3.01
2024,10,16,23,0.0,21.85,92.57,3.1
